thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,text.started,BREAK.started,key_resp_5.started,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
60,0,60,[0.5433333333333333],[0.016666666666666666],[1],[0],[0],[2.509852399933152],[],[],[],[],[],[],0,0,0,0,60,0,60,0,252.89899989997502,,,,,,,,,,,,252.89246450003702,252.89899989997502,0.00026320002507418394,252.89899989997502,253.09903230005875,254.88764019997325,254.88764019997325,254.88764019997325,254.8990132000763,255.40301300003193,2,task,0.5098523999331519,[0.5433333333333333],[0.016666666666666666],[1],[0],[0],[2.509852399933152],255.40325089998078,255.4098044000566,0.00011689995881170034,255.71030420006718,256.9143038999755,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
61,0,61,[0.5433333333333333],[0.016666666666666666],[1],[0],[0],[2.9453385999659076],[],[],[],[],[],[],0,0,0,0,61,0,61,0,256.9213968999684,,,,,,,,,,,,256.91467319999356,256.9213968999684,0.0002638999139890075,256.9213968999684,257.1211725000758,258.9107377000619,258.9107377000619,258.9107377000619,258.92190950002987,259.8607856000308,2,task,0.9453385999659076,[0.5433333333333333],[0.016666666666666666],[1],[0],[0],[2.9453385999659076],259.86104310001247,259.865537900012,0.0001268000341951847,260.1658555000322,261.4024707999779,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
62,0,62,[0.5433333333333333],[0.016666666666666666],[1],[0],[0],[2.5230633999453858],[],[],[],[],[],[],0,0,0,0,62,0,62,0,261.4100064999657,,,,,,,,,,,,261.40273249999154,261.4100064999657,0.00021550001110881567,261.4100064999657,261.6099226999795,263.3989159000339,263.3989159000339,263.3989159000339,263.41051940002944,263.9265786999604,2,task,0.5230633999453858,[0.5433333333333333],[0.016666666666666666],[1],[0],[0],[2.5230633999453858],263.9268682000693,263.93248159997165,0.00013049994595348835,264.23208590003196,265.4589780999813,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
63,0,63,[0.5433333333333333],[0.015],[1],[0],[0],[2.9423532999353483],[],[],[],[],[],[],0,0,0,0,63,0,63,0,265.46550729998853,,,,,,,,,,,,265.459389799973,265.46550729998853,0.0002753000007942319,265.46550729998853,265.6655944000231,267.4544557000045,267.4544557000045,267.4544557000045,267.4658924000105,268.40235140000004,2,task,0.9423532999353483,[0.5433333333333333],[0.015],[1],[0],[0],[2.9423532999353483],268.402551200008,268.40970780001953,0.000129799940623343,268.71006680000573,270.0923803000478,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
64,0,64,[0.5433333333333333],[0.015],[1],[0],[0],[2.4435383999953046],[],[],[],[],[],[],0,0,0,0,64,0,64,0,270.09859740000684,,,,,,,,,,,,270.0926554000471,270.09859740000684,0.0002256000880151987,270.09859740000684,270.2986777999904,272.0875413999893,272.0875413999893,272.0875413999893,272.09882710000966,272.5370860999683,2,task,0.44353839999530464,[0.5433333333333333],[0.015],[1],[0],[0],[2.4435383999953046],272.53734829998575,272.5435370999621,0.00013990001752972603,272.84337470005266,274.1481032000156,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
65,0,65,[0.5433333333333333],[0.015],[1],[0],[0],[2.597632999997586],[],[],[],[],[],[],0,0,0,0,65,0,65,0,274.1544769000029,,,,,,,,,,,,274.1483848000644,274.1544769000029,0.0002239999594166875,274.1544769000029,274.3544734000461,276.1431846000487,276.1431846000487,276.1431846000487,276.1545562000247,276.74674169998616,2,task,0.597632999997586,[0.5433333333333333],[0.015],[1],[0],[0],[2.597632999997586],276.7469447000185,276.75383940001484,9.609991684556007e-05,277.0547036000062,278.24710549996234,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
66,0,66,[0.5433333333333333],[0.015],[1],[0],[0],[2.63396229990758],[],[],[],[],[],[],0,0,0,0,66,0,66,0,278.25401560007595,,,,,,,,,,,,278.24738079996314,278.25401560007595,0.00021159998141229153,278.25401560007595,278.45421440002974,280.2430552999722,280.2430552999722,280.2430552999722,280.2544113000622,280.8820097000571,2,task,0.63396229990758,[0.5433333333333333],[0.015],[1],[0],[0],[2.63396229990758],280.8822347000241,280.88715870003216,0.00012179999612271786,281.18748930003494,282.1046051000012,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
67,0,67,[0.5433333333333333],[0.015],[1],[0],[0],[2.3515054000308737],[],[],[],[],[],[],0,0,0,0,67,0,67,0,282.10922980005853,,,,,,,,,,,,282.10502730007283,282.10922980005853,0.00034499994944781065,282.10922980005853,282.30937859998085,284.0990865000058,284.0990865000058,284.0990865000058,284.10995339998044,284.45732579997275,2,task,0.3515054000308737,[0.5433333333333333],[0.015],[1],[0],[0],[2.3515054000308737],284.4575456000166,284.464855200029,9.480002336204052e-05,284.76558810006827,286.08085669996217,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
68,0,68,[0.5433333333333333],[0.015],[1],[0],[0],[2.37553309998475],[],[],[],[],[],[],0,0,0,0,68,0,68,0,286.0874712000368,,,,,,,,,,,,286.08119910000823,286.0874712000368,0.000269399955868721,286.0874712000368,286.28747089998797,288.07632049999665,288.07632049999665,288.07632049999665,288.0874720000429,288.4573053000495,2,task,0.37553309998475015,[0.5433333333333333],[0.015],[1],[0],[0],[2.37553309998475],288.4575034000445,288.46512409998104,0.00010980002116411924,288.7654534999747,289.92475500004366,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
69,0,69,[0.5433333333333333],[0.015],[1],[0],[0],[2.708442599978298],[],[],[],[],[],[],0,0,0,0,69,0,69,0,289.9315089000156,,,,,,,,,,,,289.9250560000073,289.9315089000156,0.0002570999786257744,289.9315089000156,290.1317784000421,291.9208729000529,291.9208729000529,291.9208729000529,291.93198800005484,292.6341623000335,2,task,0.708442599978298,[0.5433333333333333],[0.015],[1],[0],[0],[2.708442599978298],292.634362300043,292.64288669999223,9.539991151541471e-05,292.94319260003977,293.99127360002603,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
70,0,70,[0.5433333333333333],[0.015],[1],[0],[0],[2.410969299962744],[],[],[],[],[],[],0,0,0,0,70,0,70,0,293.9985141999787,,,,,,,,,,,,293.9915687000612,293.9985141999787,0.00023690005764365196,293.9985141999787,294.1986845000647,295.9871965000639,295.9871965000639,295.9871965000639,295.9980613000225,296.40311720001046,2,task,0.4109692999627441,[0.5433333333333333],[0.015],[1],[0],[0],[2.410969299962744],296.4033194000367,296.40918039996177,0.00018319999799132347,296.70965880004223,298.0802648999961,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
71,0,71,[0.5433333333333333],[0.015],[1],[0],[0],[2.566409199964255],[],[],[],[],[],[],0,0,0,0,71,0,71,0,298.08713220001664,,,,,,,,,,,,298.0805718000047,298.08713220001664,0.0002682999474927783,298.08713220001664,298.28698610002175,300.07624500000384,300.07624500000384,300.07624500000384,300.0872781999642,300.6479618999874,2,task,0.5664091999642551,[0.5433333333333333],[0.015],[1],[0],[0],[2.566409199964255],300.64821820007637,300.65392910002265,0.0001230000052601099,300.9539952999912,301.88115619996097,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
72,0,72,[0.5433333333333333],[0.015],[1],[0],[0],[2.3538991000968963],[],[],[],[],[],[],0,0,0,0,72,0,72,0,301.888732100022,,,,,,,,,,,,301.88154590001795,301.888732100022,0.00032570003531873226,301.888732100022,302.08755830000155,303.8757723000599,303.8757723000599,303.8757723000599,303.887053500046,304.23610290000215,2,task,0.3538991000968963,[0.5433333333333333],[0.015],[1],[0],[0],[2.3538991000968963],304.2363436999731,304.2421448000241,0.0001148999435827136,304.54253009997774,305.55780269997194,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
73,0,73,[0.5433333333333333],[0.015],[1],[0],[0],[2.5662467000074685],[],[],[],[],[],[],0,0,0,0,73,0,73,0,305.5649232000578,,,,,,,,,,,,305.5580880000489,305.5649232000578,0.0002266999799758196,305.5649232000578,305.76474470004905,307.55363490001764,307.55363490001764,307.55363490001764,307.5652436000528,308.12507149996236,2,task,0.5662467000074685,[0.5433333333333333],[0.015],[1],[0],[0],[2.5662467000074685],308.125337400008,308.13166930002626,0.00013200007379055023,308.43134140002076,309.42496249999385,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
74,0,74,[0.5433333333333333],[0.015],[1],[0],[0],[2.432799099944532],[],[],[],[],[],[],0,0,0,0,74,0,74,0,309.43173489999026,,,,,,,,,,,,309.4252878000261,309.43173489999026,0.0002541999565437436,309.43173489999026,309.64294819999486,311.42010360001586,311.42010360001586,311.42010360001586,311.4314636000199,311.8587302999804,2,task,0.4327990999445319,[0.5433333333333333],[0.015],[1],[0],[0],[2.432799099944532],311.85894850001205,311.86454340000637,0.00011559994891285896,312.1647178999847,313.0572919000406,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
75,0,75,[0.5433333333333333],[0.015],[1],[0],[0],[2.589578300016001],[],[],[],[],[],[],0,0,0,0,75,0,75,0,313.0644670999609,,,,,,,,,,,,313.05758999998216,313.0644670999609,0.00022559997159987688,313.0644670999609,313.2645873000147,315.05369880003855,315.05369880003855,315.05369880003855,315.0645346000092,315.6478901000228,2,task,0.5895783000160009,[0.5433333333333333],[0.015],[1],[0],[0],[2.589578300016001],315.64813390001655,315.65332240005955,0.00011369993444532156,315.9535635999637,317.0914258999983,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
76,0,76,[0.5433333333333333],[0.015],[1],[0],[0],[2.520371900056489],[],[],[],[],[],[],0,0,0,0,76,0,76,0,317.09808769996744,,,,,,,,,,,,317.09176730003674,317.09808769996744,0.00026210001669824123,317.09808769996744,317.29841150005814,319.0869736999739,319.0869736999739,319.0869736999739,319.098121899995,319.6127772000618,2,task,0.5203719000564888,[0.5433333333333333],[0.015],[1],[0],[0],[2.520371900056489],319.6129850000143,319.6201734000351,0.00011190003715455532,319.9202269000234,321.3023512000218,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
77,0,77,[0.5433333333333333],[0.015],[1],[0],[0],[2.6429241000441834],[],[],[],[],[],[],0,0,0,0,77,0,77,0,321.30947410000954,,,,,,,,,,,,321.30267140001524,321.30947410000954,0.0002581001026555896,321.30947410000954,321.50915539998095,323.2978532999987,323.2978532999987,323.2978532999987,323.3090405999683,323.9463109000353,2,task,0.6429241000441834,[0.5433333333333333],[0.015],[1],[0],[0],[2.6429241000441834],323.9465357000008,323.9532968000276,0.00011229992378503084,324.2534149000421,325.2240154000465,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
78,0,78,[0.5433333333333333],[0.015],[1],[0],[0],[2.544272999977693],[],[],[],[],[],[],0,0,0,0,78,0,78,0,325.23120060004294,,,,,,,,,,,,325.22432340006344,325.23120060004294,0.00025669997557997704,325.23120060004294,325.43124649999663,327.2201308000367,327.2201308000367,327.2201308000367,327.2312076999806,327.76943570002913,2,task,0.544272999977693,[0.5433333333333333],[0.015],[1],[0],[0],[2.544272999977693],327.7696710000746,327.77577090007253,0.00011460005771368742,328.07597999996506,329.09281479998026,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
79,0,79,[0.5433333333333333],[0.015],[1],[0],[0],[2.4534949000226334],[],[],[],[],[],[],0,0,0,0,79,0,79,0,329.09794919996057,,,,,,,,,,,,329.09319220006,329.09794919996057,0.0002984000602737069,329.09794919996057,329.2976581000257,331.09845709998626,331.09845709998626,331.09845709998626,331.10894750000443,331.547339700046,2,task,0.4534949000226334,[0.5433333333333333],[0.015],[1],[0],[0],[2.4534949000226334],331.54755330004264,331.5527949000243,0.00011929997708648443,331.85321770003065,333.1465868999949,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
80,0,80,[0.5433333333333333],[0.015],[1],[0],[0],[2.7767515999730676],[],[],[],[],[],[],0,0,0,0,80,0,80,0,333.1532077000011,,,,,,,,,,,,333.14696939999703,333.1532077000011,0.00029640004504472017,333.1532077000011,333.35338280000724,335.1423297000583,335.1423297000583,335.1423297000583,335.153310899972,335.9243688000133,2,task,0.7767515999730676,[0.5433333333333333],[0.015],[1],[0],[0],[2.7767515999730676],335.92459000006784,335.93073550006375,0.00011910009197890759,336.2311671000207,337.57869200001005,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
81,0,81,[0.5433333333333333],[0.015],[1],[0],[0],[2.5446767000248656],[],[],[],[],[],[],0,0,0,0,81,0,81,0,337.58645740000065,,,,,,,,,,,,337.57902730000205,337.58645740000065,0.0002728999825194478,337.58645740000065,337.78681590000633,339.57614280004054,339.57614280004054,339.57614280004054,339.58663540007547,340.1243386999704,2,task,0.5446767000248656,[0.5433333333333333],[0.015],[1],[0],[0],[2.5446767000248656],340.1245363999624,340.1307124000741,0.00012829992920160294,340.4310404000571,341.54638850002084,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
82,0,82,[0.5433333333333333],[0.015],[1],[0],[0],[2.6442914999788627],[],[],[],[],[],[],0,0,0,0,82,0,82,0,341.5534611999756,,,,,,,,,,,,341.546727500041,341.5534611999756,0.00027740001678466797,341.5534611999756,341.75520959997084,343.54196479998063,343.54196479998063,343.54196479998063,343.55299480003305,344.1916528000729,2,task,0.6442914999788627,[0.5433333333333333],[0.015],[1],[0],[0],[2.6442914999788627],344.191913299961,344.1974840000039,0.00012689991854131222,344.49767369998153,345.6691442000447,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
83,0,83,[0.5433333333333333],[0.015],[1],[0],[0],[2.5095534999854863],[],[],[],[],[],[],0,0,0,0,83,0,83,0,345.6813526999904,,,,,,,,,,,,345.66943590005394,345.6813526999904,0.0002324999077245593,345.6813526999904,345.8752908000024,347.6644204000477,347.6644204000477,347.6644204000477,347.67557570000645,348.17975460004527,2,task,0.5095534999854863,[0.5433333333333333],[0.015],[1],[0],[0],[2.5095534999854863],348.1800222999882,348.18641429999843,0.00012009998317807913,348.4865456999978,349.5554370000027,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
84,0,84,[0.5433333333333333],[0.015],[1],[0],[0],[2.7898291000165045],[],[],[],[],[],[],0,0,0,0,84,0,84,0,349.563826699974,,,,,,,,,,,,349.5557439000113,349.563826699974,0.0002452000044286251,349.563826699974,349.76473459997214,351.5527049000375,351.5527049000375,351.5527049000375,351.56409680005163,352.3462636000477,2,task,0.7898291000165045,[0.5433333333333333],[0.015],[1],[0],[0],[2.7898291000165045],352.34645620000083,352.3529255000176,0.00010429997928440571,352.6529223000398,353.74746850004885,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
85,0,85,[0.5433333333333333],[0.015],[1],[0],[0],[2.852904499974102],[],[],[],[],[],[],0,0,0,0,85,0,85,0,353.7530973000685,,,,,,,,,,,,353.7478536000708,353.7530973000685,0.00030690000858157873,353.7530973000685,353.953754200018,355.74246189999394,355.74246189999394,355.74246189999394,355.7529039999936,356.6017019000137,2,task,0.8529044999741018,[0.5433333333333333],[0.015],[1],[0],[0],[2.852904499974102],356.60198899998795,356.608650600072,0.00014159991405904293,356.9090589999687,358.00285829999484,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
86,0,86,[0.5433333333333333],[0.015],[1],[0],[0],[2.609701400040649],[],[],[],[],[],[],0,0,0,0,86,0,86,0,358.00873860006686,,,,,,,,,,,,358.0032360999612,358.00873860006686,0.00030610000248998404,358.00873860006686,358.20866550004575,359.9973200999666,359.9973200999666,359.9973200999666,360.00900820002425,360.6139490000205,2,task,0.6097014000406489,[0.5433333333333333],[0.015],[1],[0],[0],[2.609701400040649],360.6141959000379,360.61981469998136,0.00012039998546242714,360.9197759999661,362.08995409996714,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
87,0,87,[0.5433333333333333],[0.015],[1],[0],[0],[2.543375900015235],[],[],[],[],[],[],0,0,0,0,87,0,87,0,362.0969980000518,,,,,,,,,,,,362.09026540000923,362.0969980000518,0.00026220001745969057,362.0969980000518,362.29721510002855,364.086183300009,364.086183300009,364.086183300009,364.097478199983,364.6343023000518,2,task,0.543375900015235,[0.5433333333333333],[0.015],[1],[0],[0],[2.543375900015235],364.63451460003853,364.64150140003767,0.00011460005771368742,364.9417621999746,366.1570011000149,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
88,0,88,[0.5433333333333333],[0.015],[1],[0],[0],[2.5216318999882787],[],[],[],[],[],[],0,0,0,0,88,0,88,0,366.1643358999863,,,,,,,,,,,,366.1573388000252,366.1643358999863,0.00029710005037486553,366.1643358999863,366.36403970001265,368.15284140000585,368.15284140000585,368.15284140000585,368.16393529996276,368.67965870001353,2,task,0.5216318999882787,[0.5433333333333333],[0.015],[1],[0],[0],[2.5216318999882787],368.6798945000628,368.68587869999465,0.00013310008216649294,368.9861817000201,370.1589638000587,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
89,0,89,[0.5433333333333333],[0.015],[1],[0],[0],[2.431847099913284],[],[],[],[],[],[],0,0,0,0,89,0,89,0,370.1740538000595,,,,,,,,,,,,370.15938820003066,370.1740538000595,0.00032480002846568823,370.1740538000595,370.3754070000723,372.15298220003024,372.15298220003024,372.15298220003024,372.163731800043,372.59232609998435,2,task,0.4318470999132842,[0.5433333333333333],[0.015],[1],[0],[0],[2.431847099913284],372.59256390004884,372.59740750002675,0.00010740000288933516,372.89770079997834,374.04962559998967,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
90,0,90,[0.5433333333333333],[0.015],[1],[0],[0],[2.6853837000671774],[],[],[],[],[],[],0,0,0,0,90,0,90,0,374.063529200037,,,,,,,,,,,,374.04997339996044,374.063529200037,0.0002813000464811921,374.063529200037,374.2637276999885,376.0529067000607,376.0529067000607,376.0529067000607,376.06345220003277,376.736381100025,2,task,0.6853837000671774,[0.5433333333333333],[0.015],[1],[0],[0],[2.6853837000671774],376.7366246000165,376.7415487000253,0.0001183999702334404,377.0416536000557,378.17976680002175,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
91,0,91,[0.5433333333333333],[0.015],[1],[0],[0],[2.499119299929589],[],[],[],[],[],[],0,0,0,0,91,0,91,0,378.18611750006676,,,,,,,,,,,,378.18011449999176,378.18611750006676,0.00026380002964287996,378.18611750006676,378.3860416000243,380.1753916000016,380.1753916000016,380.1753916000016,380.1864040000364,380.6800895000342,2,task,0.49911929992958903,[0.5433333333333333],[0.015],[1],[0],[0],[2.499119299929589],380.6803698000731,380.68615369999316,0.00015269999857991934,380.98531280003954,382.3018601000076,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
92,0,92,[0.5433333333333333],[0.015],[1],[0],[0],[2.488043599994853],[],[],[],[],[],[],0,0,0,0,92,0,92,0,382.3079216000624,,,,,,,,,,,,382.30220050003845,382.3079216000624,0.0003046999918296933,382.3079216000624,382.5518827000633,384.2970333000412,384.2970333000412,384.2970333000412,384.30818310007453,384.7909176000394,2,task,0.48804359999485314,[0.5433333333333333],[0.015],[1],[0],[0],[2.488043599994853],384.7911557999905,384.7967341999756,0.00012890005018562078,385.09653069998603,386.23497069999576,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
93,0,93,[0.5433333333333333],[0.015],[1],[0],[0],[3.397598800016567],[],[],[],[],[],[],0,0,0,0,93,0,93,0,386.2414681999944,,,,,,,,,,,,386.2352480000118,386.2414681999944,0.00022709998302161694,386.2414681999944,386.441960999975,388.2304096000735,388.2304096000735,388.2304096000735,388.2415221000556,389.6334525999846,2,task,1.397598800016567,[0.5433333333333333],[0.015],[1],[0],[0],[3.397598800016567],389.63370910007507,389.64108720002696,0.00011579995043575764,389.94138650002424,391.02285840001423,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
94,0,94,[0.5433333333333333],[0.015],[1],[0],[0],[3.321557299932465],[],[],[],[],[],[],0,0,0,0,94,0,94,0,391.0301530000288,,,,,,,,,,,,391.02312250004616,391.0301530000288,0.00021810003090649843,391.0301530000288,391.22981869999785,393.019115800038,393.019115800038,393.019115800038,393.03028790000826,394.3453504999634,2,task,1.321557299932465,[0.5433333333333333],[0.015],[1],[0],[0],[3.321557299932465],394.34560940007214,394.3523666000692,0.00011869997251778841,394.6523714000359,396.0124868999701,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
95,0,95,[0.5433333333333333],[0.015],[1],[0],[0],[2.4326202999800444],[],[],[],[],[],[],0,0,0,0,95,0,95,0,396.01885790005326,,,,,,,,,,,,396.01283809996676,396.01885790005326,0.00027630000840872526,396.01885790005326,396.2192237999989,398.0079369000159,398.0079369000159,398.0079369000159,398.0191379999742,398.4461754000513,2,task,0.43262029998004436,[0.5433333333333333],[0.015],[1],[0],[0],[2.4326202999800444],398.44641460001003,398.45201490004547,0.00011809996794909239,398.75264950003475,400.0342510000337,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
96,0,96,[0.5433333333333333],[0.015],[1],[0],[0],[2.8001228000503033],[],[],[],[],[],[],0,0,0,0,96,0,96,0,400.0411595000187,,,,,,,,,,,,400.0345270000398,400.0411595000187,0.00023410003632307053,400.0411595000187,400.24114389996976,402.03020230005495,402.03020230005495,402.03020230005495,402.041401399998,402.83536659996025,2,task,0.8001228000503033,[0.5433333333333333],[0.015],[1],[0],[0],[2.8001228000503033],402.83567070006393,402.84088829997927,0.00020870007574558258,403.14108880003914,404.20100770005956,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
97,0,97,[0.5433333333333333],[0.015],[1],[0],[0],[2.431319900089875],[],[],[],[],[],[],0,0,0,0,97,0,97,0,404.20809249999,,,,,,,,,,,,404.20130159996916,404.20809249999,0.00024319998919963837,404.20809249999,404.407826700015,406.19702880003024,406.19702880003024,406.19702880003024,406.2080273000756,406.6334054999752,2,task,0.43131990008987486,[0.5433333333333333],[0.015],[1],[0],[0],[2.431319900089875],406.6336664999835,406.6409723999677,0.00012310000602155924,406.9407731000101,408.121882300009,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
98,0,98,[0.5433333333333333],[0.015],[1],[0],[0],[2.434373899945058],[],[],[],[],[],[],0,0,0,0,98,0,98,0,408.12952159997076,,,,,,,,,,,,408.122229599976,408.12952159997076,0.0002780999056994915,408.12952159997076,408.32983820000663,410.11846959998365,410.11846959998365,410.11846959998365,410.1292829000158,410.5573418000713,2,task,0.43437389994505793,[0.5433333333333333],[0.015],[1],[0],[0],[2.434373899945058],410.5575725999661,410.5630924999714,0.00012769992463290691,410.86336550000124,411.76810630003456,[],[],[],[],[],[],,,,,190121,001,2025-01-26_17h42.36.042,Foreperiod_task,2024.2.4,89.49578962393147,2025-01-26 17h42.46.816475 -0800,
