thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Intertrial_Mouse.x,Intertrial_Mouse.y,Intertrial_Mouse.leftButton,Intertrial_Mouse.midButton,Intertrial_Mouse.rightButton,Intertrial_Mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Mouse.started,Photodiode_2.stopped,Intertrial_Period.stopped,trials_2.Intertrial_Mouse.x,trials_2.Intertrial_Mouse.y,trials_2.Intertrial_Mouse.leftButton,trials_2.Intertrial_Mouse.midButton,trials_2.Intertrial_Mouse.rightButton,trials_2.Intertrial_Mouse.time,BREAK.started,key_resp_5.started,text_3.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,[0.128125],[0.31875],[1],[0],[0],[2.5671976001467556],[],[],[],[],[],[],,,,6,0,6,0,9,0,9,0,229.72012139996514,,,,,,,,,,,,229.7098391999025,229.72012139996514,0.00023779994808137417,229.72012139996514,229.9202767999377,231.7093597999774,231.7093597999774,231.7093597999774,231.72060750005767,232.2778686999809,2,task,0.5671976001467556,[0.128125],[0.31875],[1],[0],[0],[2.5671976001467556],232.2781092999503,232.28700829995796,0.00014279992319643497,232.58712729997933,233.6319520000834,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
6,0,6,,,,,,,,,,,,,space,1.6917417999356985,None,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.63511819997802,233.6425216998905,233.6425216998905,235.3440902000293,space,1.6917417999356985,None,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
0,0,0,[0.128125],[0.31875],[1],[0],[0],[2.4889076000545174],[],[],[],[],[],[],,,,7,0,7,0,0,0,0,0,235.35346479993314,,,,,,,,,,,,235.34471550001763,235.35346479993314,0.0006019000429660082,235.35346479993314,235.5535053999629,237.3425755999051,237.3425755999051,237.3425755999051,237.35374929988757,237.83414880000055,2,task,0.4889076000545174,[0.128125],[0.31875],[1],[0],[0],[2.4889076000545174],237.8342959000729,237.84226449998096,6.3000014051795e-05,238.1424338000361,239.0434191999957,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
1,0,1,[0.128125],[0.31875],[1],[0],[0],[2.5334413000382483],[],[],[],[],[],[],,,,7,0,7,0,1,0,1,0,239.05360110010952,,,,,,,,,,,,239.04374659992754,239.05360110010952,0.0002592001110315323,239.05360110010952,239.25352080003358,241.0426554000005,241.0426554000005,241.0426554000005,241.05374139989726,241.5780764000956,2,task,0.5334413000382483,[0.128125],[0.31875],[1],[0],[0],[2.5334413000382483],241.57832610001788,241.5867775999941,0.000120899872854352,241.88678360008635,242.8546921000816,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
2,0,2,[0.128125],[0.31875],[1],[0],[0],[2.3772712000645697],[],[],[],[],[],[],,,,7,0,7,0,2,0,2,0,242.86461249995045,,,,,,,,,,,,242.85495609999634,242.86461249995045,0.00021219998598098755,242.86461249995045,243.06452020001598,244.85367299988866,244.85367299988866,244.85367299988866,244.8649343000725,245.23308870010078,2,task,0.3772712000645697,[0.128125],[0.31875],[1],[0],[0],[2.3772712000645697],245.23329639993608,245.24208420002833,9.769992902874947e-05,245.54233289998956,246.70996019989252,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
3,0,3,[0.128125],[0.31875],[1],[0],[0],[1.123190099839121],[],[],[],[],[],[],,,,7,0,7,0,3,0,3,0,246.72014730004594,,,,,,,,,,,,246.7102739000693,246.72014730004594,0.0002437999937683344,246.72014730004594,246.9200476000551,247.2091769000981,247.2091769000981,247.2091769000981,247.22042719996534,247.8341902999673,0.5,task,0.6231900998391211,[0.128125],[0.31875],[1],[0],[0],[1.123190099839121],247.83438939996995,247.8422727000434,9.58999153226614e-05,248.14210810000077,249.48725140001625,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
4,0,4,[0.128125],[0.31875],[1],[0],[0],[0.8779662998858839],[],[],[],[],[],[],,,,7,0,7,0,4,0,4,0,249.4977812001016,,,,,,,,,,,,249.4874734999612,249.4977812001016,0.00016729999333620071,249.4977812001016,249.6977844000794,249.98700170009397,249.98700170009397,249.98700170009397,249.99794399994425,250.36614890000783,0.5,task,0.3779662998858839,[0.128125],[0.31875],[1],[0],[0],[0.8779662998858839],250.36636619991623,250.37552560004406,0.00011339993216097355,250.6756329999771,251.57662190007977,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
5,0,5,[0.128125],[0.31875],[1],[0],[0],[2.377844600006938],[],[],[],[],[],[],,,,7,0,7,0,5,0,5,0,251.586760800099,,,,,,,,,,,,251.5769909999799,251.586760800099,0.000282099936157465,251.586760800099,251.7867548998911,253.57551019988023,253.57551019988023,253.57551019988023,253.5867542999331,253.95573990000412,2,task,0.377844600006938,[0.128125],[0.31875],[1],[0],[0],[2.377844600006938],253.9559472000692,253.96443070005625,9.539979510009289e-05,254.26426429999992,255.56511579989456,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
6,0,6,[0.128125],[0.31875],[1],[0],[0],[1.8336714999750257],[],[],[],[],[],[],,,,7,0,7,0,6,0,6,0,255.57558840001002,,,,,,,,,,,,255.5652685998939,255.57558840001002,0.00011859997175633907,255.57558840001002,255.77548409998417,256.986849399982,256.986849399982,256.986849399982,256.9979971998837,257.3996470000129,1.4171660440296012,task,0.41650545594542443,[0.128125],[0.31875],[1],[0],[0],[1.8336714999750257],257.39987399987876,257.40874550002627,0.00010460009798407555,257.708685599966,258.94311339990236,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
7,0,7,[0.128125],[0.31875],[1],[0],[0],[1.4767727998550981],[],[],[],[],[],[],,,,7,0,7,0,7,0,7,0,258.95355329988524,,,,,,,,,,,,258.94343400001526,258.95355329988524,0.00024489988572895527,258.95355329988524,259.1533043999225,259.9647025000304,259.9647025000304,259.9647025000304,259.9756920998916,260.42080239998177,1.026985622190129,task,0.4497871776649691,[0.128125],[0.31875],[1],[0],[0],[1.4767727998550981],260.42098219995387,260.4308350998908,9.159999899566174e-05,260.73100830009207,261.86451780004427,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
8,0,8,[0.128125],[0.31875],[1],[0],[0],[0.9457664000801742],[],[],[],[],[],[],,,,7,0,7,0,8,0,8,0,261.875287800096,,,,,,,,,,,,261.86464229994453,261.875287800096,9.66999214142561e-05,261.875287800096,262.0754450999666,262.3646088000387,262.3646088000387,262.3646088000387,262.3754751998931,262.8111674000975,0.5,task,0.4457664000801742,[0.128125],[0.31875],[1],[0],[0],[0.9457664000801742],262.81143289990723,262.8198547998909,0.00010819989256560802,263.11993429996073,264.17627430008724,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
9,0,9,[0.128125],[0.31875],[1],[0],[0],[1.0005842000246048],[],[],[],[],[],[],,,,7,0,7,0,9,0,9,0,264.1865630999673,,,,,,,,,,,,264.17666779994033,264.1865630999673,0.00026679993607103825,264.1865630999673,264.3866655998863,264.6754360999912,264.6754360999912,264.6754360999912,264.686787399929,265.17787660006434,0.5,task,0.5005842000246048,[0.128125],[0.31875],[1],[0],[0],[1.0005842000246048],265.17807370005175,265.1864511000458,9.099999442696571e-05,265.4863728999626,266.654185899999,[],[],[],[],[],[],,,,,,,,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
7,0,7,,,,,,,,,,,,,space,1.0826957998797297,None,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.65723560005426,266.6640786998905,266.6640786998905,267.75464739999734,space,1.0826957998797297,None,,818308,001,2025-02-03_07h59.07.197,Foreperiod_task,2024.2.4,89.99037099888842,2025-02-03 07h59.13.772298 -0800,
