thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,Photodiode_plus.started,Photodiode_plus.stopped,PLUS_FP.stopped,polygon.started,Photodiode_polygon.started,Photodiode_polygon.stopped,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Photodiode_2.stopped,Intertrial_Period.stopped,text.started,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
24,0,24,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8020724998787045],,,,0,0,0,0,24,0,24,0,110.50928959995508,,,,,,,,,,,,110.49300369992852,110.50928959995508,0.00012680049985647202,110.50928959995508,110.50928959995508,110.71026800014079,110.99363700021058,110.99363700021058,110.99363700021058,111.01029179990292,111.29578070063144,0.5,normal,0.30207249987870455,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8020724998787045],111.29624890070409,111.31061109993607,111.6107176002115,112.87936140038073,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
25,0,25,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.4842247990891337],,,,0,0,0,0,25,0,25,0,112.89539050031453,,,,,,,,,,,,112.8796471003443,112.89539050031453,0.0002902001142501831,112.89539050031453,112.89539050031453,113.09546220023185,114.12982620019466,114.12982620019466,114.12982620019466,114.14688330050558,114.36466960050166,1.2356923880411017,surprise,0.24853241104803203,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.4842247990891337],114.36514780018479,114.37998780049384,114.68031280022115,115.93203710019588,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
26,0,26,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.5173689993098378],,,,0,0,0,0,26,0,26,0,115.94795980025083,,,,,,,,,,,,115.9323773002252,115.94795980025083,0.0003482997417449951,115.94795980025083,115.94795980025083,116.14790880028158,117.13226810004562,117.13226810004562,117.13226810004562,117.14892650023103,117.45060790050775,1.1906535415547497,surprise,0.32671545775508815,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.5173689993098378],117.45108520053327,117.46576269995421,117.76607669983059,119.10187679994851,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
27,0,27,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.2511120000854135],,,,0,0,0,0,27,0,27,0,119.11737680062652,,,,,,,,,,,,119.10218240041286,119.11737680062652,0.0003268001601099968,119.11737680062652,119.11737680062652,119.31726630032063,121.10213229991496,121.10213229991496,121.10213229991496,121.11894469987601,121.35418860055506,2,normal,0.25111200008541346,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.2511120000854135],121.35458800010383,121.36902180034667,121.66855600010604,122.92121150065213,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
28,0,28,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.000161999836564],,,,0,0,0,0,28,0,28,0,122.93737530056387,,,,,,,,,,,,122.92150800023228,122.93737530056387,0.0003201998770236969,122.93737530056387,122.93737530056387,123.13711510039866,123.42070330027491,123.42070330027491,123.42070330027491,123.43733470048755,123.92251669988036,0.5,normal,0.5001619998365641,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.000161999836564],123.92292350064963,123.9378276001662,124.23813420068473,125.15623770002276,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
29,0,29,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.816351399756968],,,,0,0,0,0,29,0,29,0,125.1722256001085,,,,,,,,,,,,125.1566018005833,125.1722256001085,0.0003810003399848938,125.1722256001085,125.1722256001085,125.37221990060061,125.65611980017275,125.65611980017275,125.65611980017275,125.67239360045642,125.97357930056751,0.5,normal,0.316351399756968,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.816351399756968],125.97391040064394,125.98956730030477,126.28968410007656,127.191056500189,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
30,0,30,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.7337095998227596],,,,0,0,0,0,30,0,30,0,127.20709940046072,,,,,,,,,,,,127.19132520072162,127.20709940046072,0.00028319936245679855,127.20709940046072,127.20709940046072,127.40717670042068,127.69047010038048,127.69047010038048,127.69047010038048,127.70738080050796,127.92577979993075,0.5,normal,0.23370959982275963,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.7337095998227596],127.92636159993708,127.94106939993799,128.2413258999586,129.4590148003772,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
31,0,31,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.0841886000707746],,,,0,0,0,0,31,0,31,0,129.47552639991045,,,,,,,,,,,,129.45916200056672,129.47552639991045,0.00015360023826360703,129.47552639991045,129.47552639991045,129.67545180022717,129.9596508005634,129.9596508005634,129.9596508005634,129.97616560012102,130.54401150066406,0.5,normal,0.5841886000707746,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[1.0841886000707746],130.5443753004074,130.56013180036098,130.86030289996415,131.92830440029502,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
32,0,32,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8173556001856923],,,,0,0,0,0,32,0,32,0,131.94432449992746,,,,,,,,,,,,131.92856790032238,131.94432449992746,0.0002765003591775894,131.94432449992746,131.94432449992746,132.14467300008982,132.4280214998871,132.4280214998871,132.4280214998871,132.44481900054961,132.74674869980663,0.5,normal,0.3173556001856923,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8173556001856923],132.7472745999694,132.76188489980996,133.06202040053904,134.26369010005146,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
33,0,33,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.251977499574423],,,,0,0,0,0,33,0,33,0,134.279670400545,,,,,,,,,,,,134.26396900042892,134.279670400545,0.00029379967600107193,134.279670400545,134.279670400545,134.479622900486,136.26475590001792,136.26475590001792,136.26475590001792,136.28141610044986,136.51677470002323,2,normal,0.25197749957442284,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.251977499574423],136.517267299816,136.53085120022297,136.83185440022498,137.96665289998055,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
34,0,34,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8176773004233837],,,,0,0,0,0,34,0,34,0,137.98294739983976,,,,,,,,,,,,137.9667880004272,137.98294739983976,0.0001414995640516281,137.98294739983976,137.98294739983976,138.18287270050496,138.46666320040822,138.46666320040822,138.46666320040822,138.48281900025904,138.78519780002534,0.5,normal,0.3176773004233837,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8176773004233837],138.785613800399,138.8001284999773,139.10011909995228,140.4023734005168,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
35,0,35,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.7667990997433662],,,,0,0,0,0,35,0,35,0,140.41819990053773,,,,,,,,,,,,140.40267440024763,140.41819990053773,0.00031820032745599747,140.41819990053773,140.41819990053773,140.61851340066642,140.90183879993856,140.90183879993856,140.90183879993856,140.91852930001915,141.1702236002311,0.5,normal,0.26679909974336624,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.7667990997433662],141.1705854004249,141.1850454006344,141.48578620050102,142.77076840028167,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
36,0,36,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.7507577007636428],,,,0,0,0,0,36,0,36,0,142.78683280013502,,,,,,,,,,,,142.7710505006835,142.78683280013502,0.0002984004095196724,142.78683280013502,142.78683280013502,142.9868972999975,143.27064830064774,143.27064830064774,143.27064830064774,143.28720280062407,143.52279750071466,0.5,normal,0.2507577007636428,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.7507577007636428],143.5233322000131,143.5366326002404,143.8376942006871,145.00592590030283,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
37,0,37,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.33505430072546],,,,0,0,0,0,37,0,37,0,145.02190669998527,,,,,,,,,,,,145.00618850067258,145.02190669998527,0.00027849990874528885,145.02190669998527,145.02190669998527,145.22205040045083,147.00693089980632,147.00693089980632,147.00693089980632,147.0236597005278,147.34208410046995,2,normal,0.33505430072546005,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.33505430072546],147.34252500068396,147.35724990069866,147.65748590044677,148.92587380018085,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
38,0,38,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.3183360006660223],,,,0,0,0,0,38,0,38,0,148.94181890040636,,,,,,,,,,,,148.92616500053555,148.94181890040636,0.0003049997612833977,148.94181890040636,148.94181890040636,149.1421514004469,150.92692069988698,150.92692069988698,150.92692069988698,150.94371050037444,151.24568620044738,2,normal,0.3183360006660223,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.3183360006660223],151.24609320051968,151.2604229003191,151.56079920008779,152.64561900030822,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
39,0,39,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.3012890005484223],,,,0,0,0,0,39,0,39,0,152.66163310036063,,,,,,,,,,,,152.6460898006335,152.66163310036063,0.0004859995096921921,152.66163310036063,152.66163310036063,152.86180180031806,154.64696130063385,154.64696130063385,154.64696130063385,154.6634089006111,154.94830000028014,2,normal,0.30128900054842234,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.3012890005484223],154.94874509982765,154.96335420012474,155.26392120029777,156.19870120007545,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
40,0,40,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.284714700654149],,,,0,0,0,0,40,0,40,0,156.21460739988834,,,,,,,,,,,,156.19898490048945,156.21460739988834,0.0002977997064590454,156.21460739988834,156.21460739988834,156.41472639981657,158.19968890026212,158.19968890026212,158.19968890026212,158.2162385005504,158.48446330055594,2,normal,0.28471470065414906,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.284714700654149],158.48486750014126,158.49955150019377,158.8002158999443,160.00176180060953,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
41,0,41,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.9673504997044802],,,,0,0,0,0,41,0,41,0,160.01774120051414,,,,,,,,,,,,160.00205400027335,160.01774120051414,0.00031269993633031845,160.01774120051414,160.01774120051414,160.21790160052478,160.50150910019875,160.50150910019875,160.50150910019875,160.51814290042967,160.97026670072228,0.5,normal,0.46735049970448017,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.9673504997044802],160.97068329993635,160.98525399994105,161.28539410047233,162.63724130019546,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
42,0,42,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.2851456003263593],,,,0,0,0,0,42,0,42,0,162.65323940012604,,,,,,,,,,,,162.6375064998865,162.65323940012604,0.00027959980070590973,162.65323940012604,162.65323940012604,162.85346410050988,164.63831679988652,164.63831679988652,164.63831679988652,164.6549641005695,164.92345899995416,2,normal,0.28514560032635927,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[2.2851456003263593],164.92384510021657,164.9386537000537,165.23875250015408,166.19053140003234,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
43,0,43,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8669835003092885],,,,0,0,0,0,43,0,43,0,166.20615770015866,,,,,,,,,,,,166.19089110009372,166.20615770015866,0.0003756992518901825,166.20615770015866,166.20615770015866,166.40643930062652,166.69020420033485,166.69020420033485,166.69020420033485,166.70669469982386,167.05874480027705,0.5,normal,0.3669835003092885,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8669835003092885],167.0591294001788,167.07360060047358,167.37384899985045,168.32505859993398,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
44,0,44,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8512439001351595],,,,0,0,0,0,44,0,44,0,168.34100070036948,,,,,,,,,,,,168.32523069996387,168.34100070036948,0.00018089916557073593,168.34100070036948,168.34100070036948,168.5416461005807,168.82515900023282,168.82515900023282,168.82515900023282,168.84175520017743,169.17733890004456,0.5,normal,0.3512439001351595,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.8512439001351595],169.17780070006847,169.1921609006822,169.49261349998415,170.7608909001574,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
45,0,45,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.399901800788939],,,,0,0,0,0,45,0,45,0,170.77704710047692,,,,,,,,,,,,170.7611704999581,170.77704710047692,0.0002886001020669937,170.77704710047692,170.77704710047692,170.97698550019413,,,,,171.16182589996606,2,normal,-1.600098199211061,[-0.6101851851851852],[0.4638888888888889],[1],[0],[0],[0.399901800788939],171.16229250002652,171.1761998999864,171.47730980068445,172.52879380062222,171.1761998999864,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
46,0,46,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.367646699771285],,,,0,0,0,0,46,0,46,0,172.5450618006289,,,,,,,,,,,,172.52906250022352,172.5450618006289,0.00028510019183158875,172.5450618006289,172.5450618006289,172.74493570066988,173.56244210060686,173.56244210060686,173.56244210060686,173.57904820051044,173.8975248998031,1.0277271262204148,surprise,0.3399195735508702,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.367646699771285],173.89793760050088,173.9127123998478,174.21285700052977,175.3311211001128,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
47,0,47,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.4671378005295992],,,,0,0,0,0,47,0,47,0,175.3472091006115,,,,,,,,,,,,175.33139040041715,175.3472091006115,0.000282900407910347,175.3472091006115,175.3472091006115,175.54821449983865,176.4313439000398,176.4313439000398,176.4313439000398,176.44839400053024,176.79889440070838,1.0914453850359682,surprise,0.37569241549363097,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.4671378005295992],176.79905090015382,176.81507080048323,177.11532110068947,178.31709020026028,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
48,0,48,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.3185581006109715],,,,0,0,0,0,48,0,48,0,178.33299450017512,,,,,,,,,,,,178.31737060006708,178.33299450017512,0.00029740016907453537,178.33299450017512,178.33299450017512,178.53277330007404,180.31804000027478,180.31804000027478,180.31804000027478,180.33465940039605,180.63675250019878,2,normal,0.31855810061097145,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.3185581006109715],180.63727340009063,180.65168539993465,180.95180610008538,182.03663740027696,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
49,0,49,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.8333894005045295],,,,0,0,0,0,49,0,49,0,182.05271080043167,,,,,,,,,,,,182.03689930029213,182.05271080043167,0.0002780994400382042,182.05271080043167,182.05271080043167,182.25292730052024,182.53649310022593,182.53649310022593,182.53649310022593,182.55314190033823,182.871128000319,0.5,normal,0.3333894005045295,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.8333894005045295],182.8716198001057,182.88670099992305,183.18711329996586,184.30548090022057,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
50,0,50,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.7500374997034669],,,,0,0,0,0,50,0,50,0,184.32162320055068,,,,,,,,,,,,184.30579550005496,184.32162320055068,0.00032159965485334396,184.32162320055068,184.32162320055068,184.5214822003618,184.80512390006334,184.80512390006334,184.80512390006334,184.82179370056838,185.05666809994727,0.5,normal,0.2500374997034669,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.7500374997034669],185.05708920024335,185.07192690018564,185.3722240999341,186.29032579995692,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
51,0,51,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.5018720999360085],,,,0,0,0,0,51,0,51,0,186.30634190049022,,,,,,,,,,,,186.29060950037092,186.30634190049022,0.00029959995299577713,186.30634190049022,186.30634190049022,186.50648589991033,188.2913394002244,188.2913394002244,188.2913394002244,188.30810180027038,188.79330820031464,2,normal,0.5018720999360085,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.5018720999360085],188.79376700054854,188.80847510043532,189.10867490060627,190.1768016004935,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
52,0,52,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.0008266000077128],,,,0,0,0,0,52,0,52,0,190.19294610060751,,,,,,,,,,,,190.1770465001464,190.19294610060751,0.0002588992938399315,190.19294610060751,190.19294610060751,190.39297869987786,190.6766942003742,190.6766942003742,190.6766942003742,190.69270069990307,191.17859380040318,0.5,normal,0.5008266000077128,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.0008266000077128],191.17902330029756,191.1937199998647,191.49409139994532,192.4788215002045,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
53,0,53,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.301829000003636],,,,0,0,0,0,53,0,53,0,192.49479220062494,,,,,,,,,,,,192.4790785005316,192.49479220062494,0.0002716993913054466,192.49479220062494,192.49479220062494,192.69395839981735,194.47972009982914,194.47972009982914,194.47972009982914,194.4964723000303,194.78179500065744,2,normal,0.3018290000036359,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.301829000003636],194.78241570014507,194.79685860034078,195.09697020053864,196.04866140056401,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
54,0,54,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.434027500450611],,,,0,0,0,0,54,0,54,0,196.06453390046954,,,,,,,,,,,,196.04893480055034,196.06453390046954,0.00027980003505945206,196.06453390046954,196.06453390046954,196.26499340031296,198.0495196999982,198.0495196999982,198.0495196999982,198.0662767002359,198.48346260003746,2,normal,0.4340275004506111,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.434027500450611],198.48370250035077,198.49941750057042,198.79974470008165,199.86824900005013,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
55,0,55,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.3844609996303916],,,,0,0,0,0,55,0,55,0,199.88428760040551,,,,,,,,,,,,199.8685167003423,199.88428760040551,0.00028320029377937317,199.88428760040551,199.88428760040551,200.0845476007089,200.95204190071672,200.95204190071672,200.95204190071672,200.96859590057284,201.2537608006969,1.0760089996150737,surprise,0.3084520000153179,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[1.3844609996303916],201.25421850010753,201.2688287999481,201.56899540033191,202.62052530050278,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
56,0,56,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.285047799348831],,,,0,0,0,0,56,0,56,0,202.6366105005145,,,,,,,,,,,,202.62080449983478,202.6366105005145,0.0002894001081585884,202.6366105005145,202.6366105005145,202.83667390048504,204.62153840065002,204.62153840065002,204.62153840065002,204.63852370064706,204.90669060032815,2,normal,0.2850477993488312,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.285047799348831],204.90725130029023,204.92179570067674,205.22210909985006,206.44032219983637,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
57,0,57,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.8006321005523205],,,,0,0,0,0,57,0,57,0,206.45676819980145,,,,,,,,,,,,206.4405249003321,206.45676819980145,0.00022620055824518204,206.45676819980145,206.45676819980145,206.65656230039895,206.94013150036335,206.94013150036335,206.94013150036335,206.95706210006028,207.24180660024285,0.5,normal,0.3006321005523205,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.8006321005523205],207.2421866999939,207.25709610059857,207.55767589993775,208.47573010064662,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
58,0,58,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.30101350042969],,,,0,0,0,0,58,0,58,0,208.49158969987184,,,,,,,,,,,,208.47614060062915,208.49158969987184,0.0004195999354124069,208.49158969987184,208.49158969987184,208.69091380015016,210.4764601001516,210.4764601001516,210.4764601001516,210.49365010019392,210.77791860047728,2,normal,0.3010135004296899,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[2.30101350042969],210.77825149986893,210.79335120040923,211.09361079987139,212.0285555999726,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
59,0,59,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.9166262000799179],,,,0,0,0,0,59,0,59,0,212.04444599989802,,,,,,,,,,,,212.02882810030133,212.04444599989802,0.00028769951313734055,212.04444599989802,212.04444599989802,212.2446082001552,212.5280678998679,212.5280678998679,212.5280678998679,212.54485550057143,212.94627800025046,0.5,normal,0.4166262000799179,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.9166262000799179],212.94671209994704,212.9619195004925,213.26207610033453,214.53045069985092,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
60,0,60,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.8839621003717184],,,,0,0,0,0,60,0,60,0,214.54618080053478,,,,,,,,,,,,214.53071540035307,214.54618080053478,0.0002804994583129883,214.54618080053478,214.54618080053478,214.74619430024177,215.0301756998524,215.0301756998524,215.0301756998524,215.04698390047997,215.41547940019518,0.5,normal,0.3839621003717184,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.8839621003717184],215.41588759981096,215.43052040040493,215.73007120005786,216.64868220034987,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
61,0,61,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.9005006002262235],,,,0,0,0,0,61,0,61,0,216.6649938998744,,,,,,,,,,,,216.6489252001047,216.6649938998744,0.0002589002251625061,216.6649938998744,216.6649938998744,216.86535910051316,217.1485662003979,217.1485662003979,217.1485662003979,217.16539609991014,217.5500399004668,0.5,normal,0.40050060022622347,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.9005006002262235],217.550377599895,217.56553889997303,217.86597550008446,218.74984150007367,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
62,0,62,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.9013008996844292],,,,0,0,0,0,62,0,62,0,218.76689970027655,,,,,,,,,,,,218.75000909995288,218.76689970027655,0.0001758001744747162,218.76689970027655,218.76689970027655,218.96691650059074,219.25004199985415,219.25004199985415,219.25004199985415,219.26697240024805,219.65196590032429,0.5,normal,0.40130089968442917,[-0.6092592592592593],[0.46296296296296297],[1],[0],[0],[0.9013008996844292],219.65235100034624,219.6678776005283,219.9675641003996,221.21936240047216,,,,,,,,,TestPilot,001,2024-11-13_11h07.18.248,Foreperiod_task,2024.2.1post4,60.094312214030396,2024-11-13 11h07.33.478345 -0800,
