thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,PLUS_FP.stopped,polygon.started,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Period.stopped,Photodiode_2.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
58,0,58,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.284740099683404],,,,2,0,2,0,58,0,58,0,849.6760373003781,,,,,,,,,,,,849.6609045006335,849.6760373003781,0.00028869975358247757,849.6760373003781,851.6613129004836,851.6613129004836,851.946475200355,2,normal,0.28474009968340397,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.284740099683404],851.9468982005492,851.9616422001272,853.1632332997397,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
59,0,59,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.301809299737215],,,,2,0,2,0,59,0,59,0,853.1792131997645,,,,,,,,,,,,853.1635314999148,853.1792131997645,0.00030719954520463943,853.1792131997645,855.1641485998407,855.1641485998407,855.4661658005789,2,normal,0.30180929973721504,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.301809299737215],855.4665873004124,855.4812034005299,856.9997712001204,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
60,0,60,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.284641600213945],,,,2,0,2,0,60,0,60,0,857.0157906003296,,,,,,,,,,,,857.0000646002591,857.0157906003296,0.0003029005602002144,857.0157906003296,859.0006509004161,859.0006509004161,859.2854388998821,2,normal,0.2846416002139449,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.284641600213945],859.2858188999817,859.3009529998526,860.5693338001147,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
61,0,61,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2682349998503923],,,,2,0,2,0,61,0,61,0,860.5851549003273,,,,,,,,,,,,860.569608299993,860.5851549003273,0.0002834005281329155,860.5851549003273,862.5706246998161,862.5706246998161,862.8385220002383,2,normal,0.26823499985039234,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2682349998503923],862.8388835005462,862.8540078997612,864.3559303004295,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
62,0,62,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.5678027998656034],,,,2,0,2,0,62,0,62,0,864.371841000393,,,,,,,,,,,,864.3562038000673,864.371841000393,0.0002810005098581314,864.371841000393,865.6396777005866,865.6396777005866,865.924800099805,1.2842964478725396,surprise,0.28350635199306384,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.5678027998656034],865.9251837003976,865.9398301001638,867.4909813003615,867.2244707997888,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
63,0,63,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8349195998162031],,,,2,0,2,0,63,0,63,0,867.5075727002695,,,,,,,,,,,,867.49118070025,867.5075727002695,0.00019990000873804092,867.5075727002695,867.991774700582,867.991774700582,868.3268307000399,0.5,normal,0.3349195998162031,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8349195998162031],868.3272724999115,868.3420110000297,869.9604357006028,868.8422905998304,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
64,0,64,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7672514002770185],,,,2,0,2,0,64,0,64,0,869.976488600485,,,,,,,,,,,,869.9607166005298,869.976488600485,0.0002917991951107979,869.976488600485,870.4602533997968,870.4602533997968,870.7287421999499,0.5,normal,0.26725140027701855,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7672514002770185],870.7294936003163,870.7438182001933,872.3292503003031,871.2441587001085,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
65,0,65,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2845374001190066],,,,2,0,2,0,65,0,65,0,872.3452179003507,,,,,,,,,,,,872.3295499002561,872.3452179003507,0.00030289962887763977,872.3452179003507,874.3300720006227,874.3300720006227,874.6148236002773,2,normal,0.28453740011900663,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2845374001190066],874.6152381999418,874.6305304002017,875.9821310006082,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
66,0,66,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7836712002754211],,,,2,0,2,0,66,0,66,0,875.9982671001926,,,,,,,,,,,,875.9826741004363,875.9982671001926,0.0005838992074131966,875.9982671001926,876.4820841997862,876.4820841997862,876.7674285005778,0.5,normal,0.28367120027542114,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7836712002754211],876.7679198998958,876.7824411001056,878.451044600457,877.2826281003654,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
67,0,67,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.9335580999031663],,,,2,0,2,0,67,0,67,0,878.4670071005821,,,,,,,,,,,,878.4513560999185,878.4670071005821,0.0003078002482652664,878.4670071005821,878.9505154006183,878.9505154006183,879.3856954006478,0.5,normal,0.4335580999031663,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.9335580999031663],879.3861988000572,879.4009789004922,880.8864761004224,879.9015241004527,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
68,0,68,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.234547399915755],,,,2,0,2,0,68,0,68,0,880.9023556998,,,,,,,,,,,,880.8868361003697,880.9023556998,0.0003696000203490257,880.9023556998,882.8871856005862,882.8871856005862,883.122165100649,2,normal,0.2345473999157548,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.234547399915755],883.1225887006149,883.137468200177,884.4724748004228,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
69,0,69,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2683867001906037],,,,2,0,2,0,69,0,69,0,884.4885362004861,,,,,,,,,,,,884.4727511005476,884.4885362004861,0.0002840999513864517,884.4885362004861,886.4737250003964,886.4737250003964,886.7419563001022,2,normal,0.26838670019060373,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2683867001906037],886.7423999002203,886.7572157997638,888.1425096997991,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
70,0,70,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.285014000721276],,,,2,0,2,0,70,0,70,0,888.1583102000877,,,,,,,,,,,,888.142881100066,888.1583102000877,0.0003800000995397568,888.1583102000877,890.1433864999563,890.1433864999563,890.4286967003718,2,normal,0.2850140007212758,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.285014000721276],890.4292349005118,890.4436702998355,892.0114641999826,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
71,0,71,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.285899200476706],,,,2,0,2,0,71,0,71,0,892.028460400179,,,,,,,,,,,,892.0115677006543,892.028460400179,0.0001038992777466774,892.028460400179,894.0132694998756,894.0132694998756,894.2980451006442,2,normal,0.28589920047670603,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.285899200476706],894.2984293000773,894.3134059002623,895.7654816005379,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
72,0,72,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2681012004613876],,,,2,0,2,0,72,0,72,0,895.7814515000209,,,,,,,,,,,,895.7657524002716,895.7814515000209,0.00027669966220855713,895.7814515000209,897.7662859000266,897.7662859000266,898.0346042998135,2,normal,0.26810120046138763,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2681012004613876],898.0350056001917,898.0499058999121,899.4850719999522,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
73,0,73,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.7011644998565316],,,,2,0,2,0,73,0,73,0,899.5010802000761,,,,,,,,,,,,899.4853977998719,899.5010802000761,0.0003386000171303749,899.5010802000761,900.9188983002678,900.9188983002678,901.1873331004754,1.432636148693132,surprise,0.26852835116339957,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.7011644998565316],901.1877191001549,901.2024774001911,902.7206645999104,902.6370023004711,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
74,0,74,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.301596200093627],,,,2,0,2,0,74,0,74,0,902.7370678000152,,,,,,,,,,,,902.7209090003744,902.7370678000152,0.0002466002479195595,902.7370678000152,904.721521500498,904.721521500498,905.0232239002362,2,normal,0.301596200093627,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.301596200093627],905.0236018998548,905.0391298998147,906.4075821004808,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
75,0,75,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.334802799858153],,,,2,0,2,0,75,0,75,0,906.423400499858,,,,,,,,,,,,906.4078705003485,906.423400499858,0.0002960003912448883,906.423400499858,908.4085927000269,908.4085927000269,908.7431541997939,2,normal,0.33480279985815287,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.334802799858153],908.743399400264,908.7589450003579,910.3946976000443,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
76,0,76,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.301105599850416],,,,2,0,2,0,76,0,76,0,910.4102779999375,,,,,,,,,,,,910.3949776999652,910.4102779999375,0.00028540007770061493,910.4102779999375,912.3951968997717,912.3951968997717,912.6969621004537,2,normal,0.3011055998504162,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.301105599850416],912.6974675003439,912.7121622003615,913.9972582999617,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
77,0,77,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.601644500158727],,,,2,0,2,0,77,0,77,0,914.0130837000906,,,,,,,,,,,,913.9976057000458,914.0130837000906,0.0003544008359313011,914.0130837000906,915.9981254003942,915.9981254003942,916.6000252999365,2,normal,0.6016445001587272,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.601644500158727],916.6005236003548,916.6152792004868,918.1506595006213,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
78,0,78,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8838552003726363],,,,2,0,2,0,78,0,78,0,918.1666104001924,,,,,,,,,,,,918.1509388005361,918.1666104001924,0.00028610043227672577,918.1666104001924,918.6504255002365,918.6504255002365,919.0355615001172,0.5,normal,0.3838552003726363,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8838552003726363],919.0359927006066,919.0507858004421,920.3690429003909,919.551151400432,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
79,0,79,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2685821000486612],,,,2,0,2,0,79,0,79,0,920.3852201001719,,,,,,,,,,,,920.3693171003833,920.3852201001719,0.00028159935027360916,920.3852201001719,922.3702695006505,922.3702695006505,922.6386403003708,2,normal,0.26858210004866123,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2685821000486612],922.6389798000455,922.6538987001404,923.8379484005272,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
80,0,80,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.1353249996900558],,,,2,0,2,0,80,0,80,0,923.8546783002093,,,,,,,,,,,,923.838137799874,923.8546783002093,0.00019499938935041428,923.8546783002093,924.3381321998313,924.3381321998313,924.9741794997826,0.5,normal,0.6353249996900558,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.1353249996900558],924.9745819000527,924.989205500111,926.3410053998232,925.488851999864,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
81,0,81,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8330226000398397],,,,2,0,2,0,81,0,81,0,926.356850400567,,,,,,,,,,,,926.341204800643,926.356850400567,0.00020139943808317184,926.356850400567,926.8570488002151,926.8570488002151,927.1748061003163,0.5,normal,0.33302260003983974,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8330226000398397],927.1751306001097,927.1907975999638,928.7423069002107,927.6911698998883,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
82,0,82,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.30239939969033],,,,2,0,2,0,82,0,82,0,928.7588888006285,,,,,,,,,,,,928.7425337005407,928.7588888006285,0.0002289004623889923,928.7588888006285,930.7432602997869,930.7432602997869,931.0456680003554,2,normal,0.30239939969033003,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.30239939969033],931.0461015999317,931.0606548003852,932.4959696000442,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
83,0,83,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2851069001480937],,,,2,0,2,0,83,0,83,0,932.5118176005781,,,,,,,,,,,,932.4962450005114,932.5118176005781,0.00029059965163469315,932.5118176005781,934.4967614999041,934.4967614999041,934.7822440005839,2,normal,0.2851069001480937,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.2851069001480937],934.7826586002484,934.7970587005839,936.215945799835,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
84,0,84,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8502854993566871],,,,2,0,2,0,84,0,84,0,936.2315918998793,,,,,,,,,,,,936.2162660006434,936.2315918998793,0.00032899994403123856,936.2315918998793,936.7154325004667,936.7154325004667,937.0674029998481,0.5,normal,0.35028549935668707,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8502854993566871],937.0678810998797,937.0824874006212,938.5343917999417,937.5827307999134,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
85,0,85,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7497838996350765],,,,2,0,2,0,85,0,85,0,938.5505344001576,,,,,,,,,,,,938.5347453998402,938.5505344001576,0.0003605000674724579,938.5505344001576,939.0339719001204,939.0339719001204,939.2851945003495,0.5,normal,0.24978389963507652,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7497838996350765],939.2855679001659,939.3009547004476,940.8863054998219,939.8014254998416,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
86,0,86,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.5010257000103593],,,,2,0,2,0,86,0,86,0,940.9021410997957,,,,,,,,,,,,940.8865824006498,940.9021410997957,0.00028460007160902023,940.9021410997957,,,942.388500300236,2,normal,-0.4989742999896407,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.5010257000103593],942.38892280031,942.4022789001465,943.6219695005566,,,,,,,,,942.4022789001465,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
87,0,87,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7998255994170904],,,,2,0,2,0,87,0,87,0,943.637862900272,,,,,,,,,,,,943.622271399945,943.637862900272,0.00030670035630464554,943.637862900272,944.1215204000473,944.1215204000473,944.4229227006435,0.5,normal,0.2998255994170904,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7998255994170904],944.4234401006252,944.4385262001306,945.7403073003516,944.9392258003354,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
88,0,88,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.3015423994511366],,,,2,0,2,0,88,0,88,0,945.7561108004302,,,,,,,,,,,,945.7405805001035,945.7561108004302,0.00028169993311166763,945.7561108004302,947.7411778001115,947.7411778001115,948.0429415004328,2,normal,0.3015423994511366,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[2.3015423994511366],948.0433467002586,948.0581341003999,949.2767390003428,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
89,0,89,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8168999999761581],,,,2,0,2,0,89,0,89,0,949.2926702005789,,,,,,,,,,,,949.2770551005378,949.2926702005789,0.00031480006873607635,949.2926702005789,949.7762647997588,949.7762647997588,950.0947806006297,0.5,normal,0.31689999997615814,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8168999999761581],950.0952483005822,950.1098711006343,951.5451007001102,950.6102951997891,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
90,0,90,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.1505207000300288],,,,2,0,2,0,90,0,90,0,951.560776299797,,,,,,,,,,,,951.5453588003293,951.560776299797,0.0002667997032403946,951.560776299797,,,952.6966538997367,2,normal,-0.8494792999699712,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.1505207000300288],952.6970170000568,952.7118969000876,954.1808737004176,,,,,,,,,952.7118969000876,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
91,0,91,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8000528998672962],,,,2,0,2,0,91,0,91,0,954.1965724006295,,,,,,,,,,,,954.1811698004603,954.1965724006295,0.0002969997003674507,954.1965724006295,954.6802563006058,954.6802563006058,954.9819451998919,0.5,normal,0.3000528998672962,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.8000528998672962],954.9823096999899,954.9974092002958,956.649112300016,955.4976585004479,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
92,0,92,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7839564997702837],,,,2,0,2,0,92,0,92,0,956.6652266997844,,,,,,,,,,,,956.6493787001818,956.6652266997844,0.0002749999985098839,956.6652266997844,957.1490965001285,957.1490965001285,957.4341365005821,0.5,normal,0.2839564997702837,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[0.7839564997702837],957.4345594998449,957.4493206003681,959.0680034002289,957.9496049005538,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
93,0,93,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.6844525001943111],,,,2,0,2,0,93,0,93,0,959.084189100191,,,,,,,,,,,,959.0682695005089,959.084189100191,0.000273299403488636,959.084189100191,960.4519322002307,960.4519322002307,960.7534699002281,1.3728938516011804,surprise,0.31155864859313076,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.6844525001943111],960.7538673998788,960.768722800538,962.0871815001592,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
94,0,94,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.6843355996534228],,,,2,0,2,0,94,0,94,0,962.103290100582,,,,,,,,,,,,962.0874672997743,962.103290100582,0.0002944003790616989,962.103290100582,963.4710006006062,963.4710006006062,963.7727167997509,1.3774645888715473,surprise,0.3068710107818755,[-0.026851851851851852],[0.32407407407407407],[1],[0],[0],[1.6843355996534228],963.7731603002176,963.7878879001364,965.440430900082,965.1720484001562,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
