thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,PLUS_FP.stopped,polygon.started,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Period.stopped,Photodiode_2.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
17,0,17,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8505621002987027],,,,3,0,3,0,17,0,17,0,1042.26971280016,,,,,,,,,,,,1042.2540343999863,1042.26971280016,0.00025990046560764313,1042.26971280016,1042.7535690004006,1042.7535690004006,1043.1053317002952,0.5,normal,0.3505621002987027,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8505621002987027],1043.1057432005182,1043.1205331999809,1044.4387613004074,1043.6209335001186,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
18,0,18,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.6675997003912926],,,,3,0,3,0,18,0,18,0,1044.4551733005792,,,,,,,,,,,,1044.439069500193,1044.4551733005792,0.0003182999789714813,1044.4551733005792,1045.7727685999125,1045.7727685999125,1046.1074465997517,1.3235824653916786,surprise,0.344017234999614,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.6675997003912926],1046.1078208005056,1046.122809899971,1047.5583040006459,1047.4574552997947,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
19,0,19,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.5341726997867227],,,,3,0,3,0,19,0,19,0,1047.5743158003315,,,,,,,,,,,,1047.558593899943,1047.5743158003315,0.00029610004276037216,1047.5743158003315,1048.7919950000942,1048.7919950000942,1049.0933793000877,1.2192677981907931,surprise,0.31490490159592954,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.5341726997867227],1049.0936777004972,1049.1086210999638,1050.444073700346,1050.3433645004407,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
20,0,20,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.317922900430858],,,,3,0,3,0,20,0,20,0,1050.459994699806,,,,,,,,,,,,1050.4443337004632,1050.459994699806,0.00027349963784217834,1050.459994699806,1052.4446066003293,1052.4446066003293,1052.7629105998203,2,normal,0.31792290043085814,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.317922900430858],1052.7633579997346,1052.7785982005298,1054.2638976005837,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
21,0,21,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7825706992298365],,,,3,0,3,0,21,0,21,0,1054.279881999828,,,,,,,,,,,,1054.2641853000969,1054.279881999828,0.00029159989207983017,1054.279881999828,1054.763860099949,1054.763860099949,1055.047148199752,0.5,normal,0.28257069922983646,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7825706992298365],1055.047312900424,1055.0631895000115,1056.6990729002282,1055.5641907006502,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
22,0,22,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8174556000158191],,,,3,0,3,0,22,0,22,0,1056.7152371006086,,,,,,,,,,,,1056.6993129998446,1056.7152371006086,0.0002456996589899063,1056.7152371006086,1057.1990847000852,1057.1990847000852,1057.517543300055,0.5,normal,0.3174556000158191,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8174556000158191],1057.5181359006092,1057.5325477002189,1058.8674242999405,1058.0328563004732,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
23,0,23,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8171001998707652],,,,3,0,3,0,23,0,23,0,1058.8836646005511,,,,,,,,,,,,1058.8676409004256,1058.8836646005511,0.00022399984300136566,1058.8836646005511,1059.3674827003852,1059.3674827003852,1059.6853009006009,0.5,normal,0.3171001998707652,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8171001998707652],1059.6856939997524,1059.7007368998602,1061.1694515002891,1060.2013848004863,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
24,0,24,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2687055999413133],,,,3,0,3,0,24,0,24,0,1061.1854966003448,,,,,,,,,,,,1061.169679700397,1061.1854966003448,0.00023350026458501816,1061.1854966003448,1063.1706405002624,1063.1706405002624,1063.4392653005198,2,normal,0.26870559994131327,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2687055999413133],1063.4398923004046,1063.4541746005416,1064.6722293999046,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
25,0,25,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8008075999096036],,,,3,0,3,0,25,0,25,0,1064.6887825997546,,,,,,,,,,,,1064.6723568001762,1064.6887825997546,0.000125800259411335,1064.6887825997546,1065.172232300043,1065.172232300043,1065.47394109983,0.5,normal,0.3008075999096036,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8008075999096036],1065.474384199828,1065.4892417006195,1066.9576535997912,1065.9895793003961,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
26,0,26,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.6515424996614456],,,,3,0,3,0,26,0,26,0,1066.9737243000418,,,,,,,,,,,,1066.957880999893,1066.9737243000418,0.00023429933935403824,1066.9737243000418,1068.30829729978,1068.30829729978,1068.6103170998394,1.3348810643485334,surprise,0.31666143531291224,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.6515424996614456],1068.6107662003487,1068.6252401005477,1069.8602090999484,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
27,0,27,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8173425002023578],,,,3,0,3,0,27,0,27,0,1069.8761827005073,,,,,,,,,,,,1069.860452500172,1069.8761827005073,0.000255499966442585,1069.8761827005073,1070.3598432000726,1070.3598432000726,1070.678560799919,0.5,normal,0.31734250020235777,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8173425002023578],1070.6790923001245,1070.6934349006042,1072.262360200286,1071.1938741998747,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
28,0,28,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.4349758997559547],,,,3,0,3,0,28,0,28,0,1072.278207000345,,,,,,,,,,,,1072.2626530006528,1072.278207000345,0.0003128005191683769,1072.278207000345,1074.2631179001182,1074.2631179001182,1074.6983845001087,2,normal,0.43497589975595474,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.4349758997559547],1074.6988174002618,1074.713466300629,1076.3318929998204,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
29,0,29,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8008972005918622],,,,3,0,3,0,29,0,29,0,1076.3482242003083,,,,,,,,,,,,1076.3321051998064,1076.3482242003083,0.00021849945187568665,1076.3482242003083,1076.831965200603,1076.831965200603,1077.1338237999007,0.5,normal,0.3008972005918622,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8008972005918622],1077.1344156004488,1077.1493306001648,1078.5174750005826,1077.6493098000064,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
30,0,30,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3014035001397133],,,,3,0,3,0,30,0,30,0,1078.5332482000813,,,,,,,,,,,,1078.5177469002083,1078.5332482000813,0.00027959980070590973,1078.5332482000813,1080.5185356000438,1080.5185356000438,1080.8198345005512,2,normal,0.3014035001397133,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3014035001397133],1080.8201945004985,1080.8353932006285,1082.4207645999268,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
31,0,31,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8504050998017192],,,,3,0,3,0,31,0,31,0,1082.4365782001987,,,,,,,,,,,,1082.4210446998477,1082.4365782001987,0.0002874992787837982,1082.4365782001987,1082.9202997004613,1082.9202997004613,1083.2722816001624,0.5,normal,0.3504050998017192,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8504050998017192],1083.2727230004966,1083.2871714998037,1084.6225992003456,1083.7876979997382,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
32,0,32,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2848852006718516],,,,3,0,3,0,32,0,32,0,1084.6384509000927,,,,,,,,,,,,1084.622857999988,1084.6384509000927,0.000263899564743042,1084.6384509000927,1086.6234841002151,1086.6234841002151,1086.908578700386,2,normal,0.28488520067185163,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2848852006718516],1086.90906789992,1086.9237203998491,1088.5258677005768,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
33,0,33,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3505985997617245],,,,3,0,3,0,33,0,33,0,1088.5416822005063,,,,,,,,,,,,1088.5261727999896,1088.5416822005063,0.000314200296998024,1088.5416822005063,1089.5926675004885,1089.5926675004885,1089.877672799863,1.0509770053732965,surprise,0.29962159438842795,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3505985997617245],1089.8782377000898,1089.8927934998646,1091.4448504997417,1090.9436523998156,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
34,0,34,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.268329200334847],,,,3,0,3,0,34,0,34,0,1091.460763600655,,,,,,,,,,,,1091.4450959004462,1091.460763600655,0.0002528000622987747,1091.460763600655,1093.445734700188,1093.445734700188,1093.7142919003963,2,normal,0.268329200334847,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.268329200334847],1093.7147232005373,1093.7293151002377,1095.3147522006184,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
35,0,35,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2848779000341892],,,,3,0,3,0,35,0,35,0,1095.3307105004787,,,,,,,,,,,,1095.3150300001726,1095.3307105004787,0.0002840999513864517,1095.3307105004787,1097.3157101999968,1097.3157101999968,1097.60077359993,2,normal,0.2848779000341892,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2848779000341892],1097.6013152999803,1097.6158827999607,1099.2012339998037,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
36,0,36,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.867280999198556],,,,3,0,3,0,36,0,36,0,1099.2171798003837,,,,,,,,,,,,1099.2014933004975,1099.2171798003837,0.0002674004063010216,1099.2171798003837,1099.7009252002463,1099.7009252002463,1100.0696969004348,0.5,normal,0.36728099919855595,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.867280999198556],1100.0702459998429,1100.0847645001486,1101.5531393000856,1100.5850948998705,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
37,0,37,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7839130004867911],,,,3,0,3,0,37,0,37,0,1101.5693120006472,,,,,,,,,,,,1101.5533603001386,1101.5693120006472,0.00022300053387880325,1101.5693120006472,1102.052875299938,1102.052875299938,1102.337933300063,0.5,normal,0.28391300048679113,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7839130004867911],1102.3382973000407,1102.3531645005569,1103.7049909001216,1102.8535115001723,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
38,0,38,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7672733999788761],,,,3,0,3,0,38,0,38,0,1103.7209574002773,,,,,,,,,,,,1103.705277999863,1103.7209574002773,0.0002953996881842613,1103.7209574002773,1104.2048295000568,1104.2048295000568,1104.4734538998455,0.5,normal,0.2672733999788761,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7672733999788761],1104.4738934002817,1104.4875025004148,1105.9570955997333,1104.9888177998364,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
39,0,39,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3350578993558884],,,,3,0,3,0,39,0,39,0,1105.9729930004105,,,,,,,,,,,,1105.9573812000453,1105.9729930004105,0.0002932995557785034,1105.9729930004105,1107.957975300029,1107.957975300029,1108.2933820998296,2,normal,0.33505789935588837,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3350578993558884],1108.2942760000005,1108.3084941003472,1109.8437672005966,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
40,0,40,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.0005539003759623],,,,3,0,3,0,40,0,40,0,1109.8597065005451,,,,,,,,,,,,1109.844067200087,1109.8597065005451,0.0003110002726316452,1109.8597065005451,1110.3433627998456,1110.3433627998456,1110.8454585000873,0.5,normal,0.5005539003759623,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.0005539003759623],1110.845894800499,1110.8604711005464,1112.0620659003034,1111.3607304999605,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
41,0,41,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3518450995907187],,,,3,0,3,0,41,0,41,0,1112.0779662998393,,,,,,,,,,,,1112.062334800139,1112.0779662998393,0.0002774996683001518,1112.0779662998393,1114.0628598006442,1114.0628598006442,1114.4150796998292,2,normal,0.35184509959071875,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3518450995907187],1114.4155874997377,1114.4304828001186,1115.8653099006042,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
42,0,42,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8670493997633457],,,,3,0,3,0,42,0,42,0,1115.881275500171,,,,,,,,,,,,1115.865607299842,1115.881275500171,0.0003070998936891556,1115.881275500171,1116.3813616000116,1116.3813616000116,1116.7334511000663,0.5,normal,0.3670493997633457,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8670493997633457],1116.7339046001434,1116.7486152006313,1118.2336654998362,1117.2489942004904,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
43,0,43,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8173412997275591],,,,3,0,3,0,43,0,43,0,1118.2499436000362,,,,,,,,,,,,1118.23390940018,1118.2499436000362,0.00024980027228593826,1118.2499436000362,1118.7335160998628,1118.7335160998628,1119.0519826998934,0.5,normal,0.3173412997275591,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8173412997275591],1119.0524436002597,1119.06719860062,1120.5523807005957,1119.5675557004288,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
44,0,44,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9674372998997569],,,,3,0,3,0,44,0,44,0,1120.5684286998585,,,,,,,,,,,,1120.552638400346,1120.5684286998585,0.0002660006284713745,1120.5684286998585,1121.0522282002494,1121.0522282002494,1121.5208088001236,0.5,normal,0.4674372998997569,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9674372998997569],1121.521346599795,1121.536110999994,1122.821030399762,1122.0362808005884,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
45,0,45,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7836485002189875],,,,3,0,3,0,45,0,45,0,1122.8370534004644,,,,,,,,,,,,1122.8213039999828,1122.8370534004644,0.0002821004018187523,1122.8370534004644,1123.3207327006385,1123.3207327006385,1123.6056634001434,0.5,normal,0.28364850021898746,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7836485002189875],1123.6060148999095,1123.6211061002687,1124.9887856002897,1124.1214164998382,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
46,0,46,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8005737001076341],,,,3,0,3,0,46,0,46,0,1125.0057513006032,,,,,,,,,,,,1124.9890927001834,1125.0057513006032,0.0003116996958851814,1125.0057513006032,1125.489248899743,1125.489248899743,1125.7904871003702,0.5,normal,0.30057370010763407,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8005737001076341],1125.7909304006025,1125.8063153000548,1127.291477500461,1126.306541199796,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
47,0,47,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9502566000446677],,,,3,0,3,0,47,0,47,0,1127.3074929006398,,,,,,,,,,,,1127.2918605003506,1127.3074929006398,0.00038900040090084076,1127.3074929006398,1127.7914014998823,1127.7914014998823,1128.2429839000106,0.5,normal,0.4502566000446677,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9502566000446677],1128.2435010997579,1128.2586189005524,1129.826886200346,1128.758124500513,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
48,0,48,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.4503132002428174],,,,3,0,3,0,48,0,48,0,1129.8427789006382,,,,,,,,,,,,1129.8271639002487,1129.8427789006382,0.00028609950095415115,1129.8427789006382,1130.9770745998248,1130.9770745998248,1131.2781442003325,1.1463103754743962,surprise,0.3040028247684212,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.4503132002428174],1131.2786717005074,1131.2938505997881,1132.7790879998356,1132.445074500516,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
49,0,49,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3183113001286983],,,,3,0,3,0,49,0,49,0,1132.7953596999869,,,,,,,,,,,,1132.779362000525,1132.7953596999869,0.0002816002815961838,1132.7953596999869,1134.7801023004577,1134.7801023004577,1135.0984756005928,2,normal,0.31831130012869835,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3183113001286983],1135.098945000209,1135.113840200007,1136.5324464002624,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
50,0,50,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.368227300234139],,,,3,0,3,0,50,0,50,0,1136.5482018999755,,,,,,,,,,,,1136.5327416006476,1136.5482018999755,0.00029900018125772476,1136.5482018999755,1138.5332019003108,1138.5332019003108,1138.901783999987,2,normal,0.36822730023413897,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.368227300234139],1138.9025060003623,1138.9165441002697,1140.4522000998259,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
51,0,51,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3187095997855067],,,,3,0,3,0,51,0,51,0,1140.468140100129,,,,,,,,,,,,1140.4525060998276,1140.468140100129,0.0003210008144378662,1140.468140100129,1142.4531832002103,1142.4531832002103,1142.7721851002425,2,normal,0.3187095997855067,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3187095997855067],1142.7728035999462,1142.7869001002982,1144.0217983005568,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
52,0,52,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.2505694003775716],,,,3,0,3,0,52,0,52,0,1144.0378235997632,,,,,,,,,,,,1144.0220755999908,1144.0378235997632,0.00028690043836832047,1144.0378235997632,1144.5212749000639,1144.5212749000639,1145.2732651997358,0.5,normal,0.7505694003775716,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.2505694003775716],1145.2735882000998,1145.2890274999663,1146.5073103001341,1145.7894144998863,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
53,0,53,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.6343029998242855],,,,3,0,3,0,53,0,53,0,1146.5232218997553,,,,,,,,,,,,1146.5075983004645,1146.5232218997553,0.00029620062559843063,1146.5232218997553,1147.5407662000507,1147.5407662000507,1148.142680500634,1.0201567281724417,surprise,0.6141462716518438,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.6343029998242855],1148.1431787004694,1148.1582171004266,1149.4096234003082,1149.1920956000686,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
54,0,54,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.417620100080967],,,,3,0,3,0,54,0,54,0,1149.4257009001449,,,,,,,,,,,,1149.4099189005792,1149.4257009001449,0.00030349940061569214,1149.4257009001449,1150.5265613999218,1150.5265613999218,1150.8283037999645,1.1162221353778905,surprise,0.30139796470307645,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.417620100080967],1150.828794600442,1150.843558200635,1152.3787503000349,1151.9611181998625,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
55,0,55,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.4509565997868776],,,,3,0,3,0,55,0,55,0,1152.3948248000816,,,,,,,,,,,,1152.379025700502,1152.3948248000816,0.00028280075639486313,1152.3948248000816,1153.4789783004671,1153.4789783004671,1153.8307501999661,1.088138932368619,surprise,0.3628176674182586,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.4509565997868776],1153.8311652000993,1153.8459680005908,1155.0809559999034,1154.946906699799,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
56,0,56,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.0506635000929236],,,,3,0,3,0,56,0,56,0,1155.0971263004467,,,,,,,,,,,,1155.0812418004498,1155.0971263004467,0.00033480022102594376,1155.0971263004467,1155.580727700144,1155.580727700144,1156.132664900273,0.5,normal,0.5506635000929236,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.0506635000929236],1156.1330778999254,1156.1479860004038,1157.649956700392,1156.6484596002847,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
57,0,57,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.318411499261856],,,,3,0,3,0,57,0,57,0,1157.665784300305,,,,,,,,,,,,1157.650237900205,1157.665784300305,0.00029299966990947723,1157.665784300305,1159.6508076004684,1159.6508076004684,1159.9696503998712,2,normal,0.3184114992618561,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.318411499261856],1159.9702914999798,1159.9845962999389,1161.2359639005736,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
58,0,58,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3010837994515896],,,,3,0,3,0,58,0,58,0,1161.2521988004446,,,,,,,,,,,,1161.2361566005275,1161.2521988004446,0.00018820073455572128,1161.2521988004446,1162.2531700003892,1162.2531700003892,1162.5379149001092,1.0014973362772865,surprise,0.29958646317430304,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3010837994515896],1162.5382897006348,1162.5532793998718,1164.0550589002669,1163.554077600129,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
59,0,59,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9837031001225114],,,,3,0,3,0,59,0,59,0,1164.0711387004703,,,,,,,,,,,,1164.0553382001817,1164.0711387004703,0.00028579961508512497,1164.0711387004703,1164.5549737000838,1164.5549737000838,1165.039968200028,0.5,normal,0.4837031001225114,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9837031001225114],1165.0404968000948,1165.055408500135,1166.6740429997444,1165.5556573998183,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
